Death Trash Language File		
#4:	This is a Cyberwomb of the Philosopher's Lair.	Es un útero cibernético de la Guarida del Filósofo.
#5:	A near as possible representation, I guess.	O una representación semejante, supongo.
#6:	Our bodies are safe while we're in here, right?	Nuestros cuerpos están a salvo mientras estemos aquí, ¿verdad?
#8:	Yes.	Sí.
#9:	It's a full virtual sensory experience like the Omniwomb. Nothing happens to your real bodies.	Es una experiencia virtual sensorial como la del Omniútero. Nada le ocurrirá a nuestros cuerpos.
#10:	Oh, good to know.	Es bueno saberlo.
#11:	So what do we do here?	¿Entonces qué hacemos aquí?
#12:	We're examining the remnants of the Philosopher. Let's explore.	Examinar los restos del Filósofo. Vamos a echar un vistazo.
#19:	The Feeder...	El Comedor.
#20:	Yeah, I heard it.	Sí, lo he oído.
#21:	Let's return to the physical world.	Volvamos al mundo físico.
------------------------------------------		
SEQUENCE AnimalComment		
#6:	*hiss*	*bufa*
#5:	Blergh.	Blergh.
#4:	Grrr.	Grrr.
#3:	Kchr.	Kchr.
------------------------------------------		
SEQUENCE BigFleshwormTamingOnFail		
#2:	Initiator: Fail	Iniciador: Falla
#3:	Target:Fail	Objetivo: Falla
------------------------------------------		
SEQUENCE BigFleshwormTamingOnSuccess		
#2:	Initiator: Success	Iniciador: Éxito
#3:	Target: Success	Objetivo: Éxito
------------------------------------------		
SEQUENCE BleedingHeadOracle		
#20:	Welcome, **forename**.	Bienvenido, **forename**.
#21:	You're here now.	Ya estás aquí.
------------------------------------------		
SEQUENCE BleedingHeadOracleFleshDream		
#6:	Who approaches me?	¿Quién se me acerca?
#7:	A seeker? ... A hunter?	¿Un buscador?... ¿Un cazador?
#9:	Who are you?	¿Quién eres?
#12:	And where am I?	¿Y dónde estoy?
#10:	I am the Guidance of Thoughts.	Soy la guía de tus pensamientos.
#15:	I am the Voice of Nexus.	La voz del Nexo.
#16:	I am the Oracle.	Soy el Oráculo.
#14:	I can sense you're afar. But you're on Nexus. You're part of our Nexus.	Puedo sentir que estás lejos. Pero estás en el Nexo. Eres parte de nuestro Nexo.
#18:	You have to help me, **forename**!	¡Tienes que ayudarme, **forename**!
#23:	How do you know my name?	¿Cómo sabes mi nombre?
#31:	You're a worm shaman, right?	Eres un chamán de gusanos, ¿verdad?
#38:	And I am in need.	Y necesito ayuda.
#25:	I can feel his pulse. He's in search of me.	Puedo sentir su pulso. Me está buscando.
#17:	You have to get me out of here before he finds me.	Tienes que sacarme de aquí antes de que me encuentre.
#27:	How would I get you out of here?	¿Cómo te saco de ahí?
#30:	I... I don't know.	Yo... no lo sé.
#33:	Get me out of here.	Sácame de aquí.
#37:	Help me!	¡Ayúdame!
------------------------------------------		
SEQUENCE BlindCultistDialogue		
#2:	Stop!	¡Alto!
#9:	One move and I'll shoot you, straight in your noggin'.	Si te mueves te pego un tiro gusto en la cara.
#15:	[Stand still]	[Quedarse quieto]
#25:	Just where the hell are you?	¿Dónde diablos estás?
#14:	[Step away quietly]	[Retroceder en silencio]
#27:	Must 'ave been nothing.	Seguramente no sea nada.
#10:	I'm over here.	Estoy aquí.
#11:	Ah!	¡Ah!
#12:	You! Don't scare me like that!	¡Tú! ¡No me des esos sustos!
#28:	Damn bots 'ave stolen my eyes.	Esos malditos robots me robaron los ojos.
#30:	[Stand still]	[Quedarse quieto]
#33:	What? Where are you?	¿Qué? ¿Dónde estás?
#34:	I must be goin' crazy down 'ere.	Debo estar loco.
#31:	[Step away quietly]	[Retroceder en silencio]
#32:	They stole your eyes?	¿Te robaron los ojos?
#35:	Yes.	Sí.
#36:	Ripped 'em straight outta the sockets. Up an' away they were.	Arrancados de mis jodidas cuencas. Se largaron con ellos.
#37:	What do they want with your eyes?	¿Por qué quieren tus ojos?
#38:	Hell if I know.	Joder, y yo qué sé.
#39:	I've been stuck down 'ere ever since.	He estado atrapado aquí desde entonces.
#40:	Know what, stranger.	¿Sabes qué, extraño?
#41:	I think they took 'em upstairs.	Creo que los llevaron arriba.
#42:	Lead me to 'em an' I'll make it worth your time.	Llévame hasta ellos y te recompensare.
#44:	[Stand still]	[Quedarse quieto]
#47:	Hey! Don't you dare leavin' me alone down here.	¡Oye! No te atrevas a dejarme aquí.
#48:	You know what: Take this!	¿Sabes qué? ¡Toma esto!
#45:	[Step away Quietly]	[Retroceder en silencio]
#46:	Sure thing. Just follow me.	Desde luego. Sígueme.
#122:	Not just yet.	Todavía no.
#126:	We gotta lock the exits first, so those bastards can't escape.	Tenemos que cerrar las salidas primero, esos bastardos no pueden escapar.
#127:	I fell over a lever somewhere nearby a couple of days ago.	Tropecé con una palanca por aquí hace unos días.
#128:	That's gotta do something.	Debe de hacer algo.
#89:	I'm followin' the sound of your steps.	Seguiré el sonido de tus pasos.
#173:	Eyes? Do you mean these?	¿Ojos? ¿Te refieres a éstos?
#175:	You already got 'em? You're good.	¿Ya los tienes? Realmente, eres bueno.
#176:	Now let me have 'em. I'll give you somethin' in return too.	Deja que me los ponga. Te daré algo a cambio.
#180:	[Stand Still]	[Quedarse quieto]
#193:	Hey, Don't leave me hangin'.	Oye, no me dejes aquí.
#179:	[Step Away Quietly]	[Retroceder en silencio]
#190:	I just heard you walkin' away, didn't I.	Acabo de oír como retrocedes, ¿a qué sí?
#192:	Tryin' to sneak off with my eyes, are you?	¿Intentando largarte con mis ojos, eh?
#177:	Sure.	Claro.
#181:	Here you are.	Aquí tienes.
#182:	Great. Now let me put 'em back in.	Estupendo, deja que los coloque.
#184:	Ah yes. I can see again.	Ah, sí. Puedo ver de nuevo.
#185:	You look worse than I imagined.	Eres más feo de lo que imaginaba.
#186:	But I did offer you somethin' in return, didn't I? Here, take this.	Pero te prometí algo a cambio, ¿cierto? Aquí tienes.
#198:	Thanks.	Gracias.
#201:	Ok. Goodbye then. Takin' a rest first.	Vale, adiós entonces. Aunque primero un descansito.
#131:	We gotta lock the exits first, so those bastards can't escape.	Debemos bloquear las salidas primero, así no podrán escapar.
#132:	I fell over a lever somewhere nearby a couple of days ago.	Tropecé con una palanca por aquí hace unos días.
#133:	That's gotta do something.	Debe de hacer algo.
#94:	Doors locked? Great, let's leave.	¿Puertas cerradas? Bien, vamos.
#61:	My eyes.	Mis ojos.
#62:	One of 'em bots upstairs still gotta carry 'em.	Uno de esos robots todavía debe tenerlos.
#63:	Just kill everything that moves - gotta find 'em somehow.	Tan solo acaba con lo que se mueva, debemos encontrarlos en algún lado.
#149:	[Leave]	[Marcharse]
#163:	Could you take out your gun again?	¿Podrías desenfundar tu arma?
#164:	I need you to be ready, just in case.	Necesito que estés preparado, por si acaso.
#165:	So you finally came back to your senses. Good.	Por fin has entrado en razón, bien.
#152:	Could you hide your weapon?	¿Podrías enfundar tu arma?
#153:	You crazy? 'ave them bots taken your brain now?	¿Estás loco? ¿Acaso los robots te han robado el cerebro?
#154:	Just trust me on this one.	Confía en mi.
#155:	If you say so. But I hear just a beep of somethin' not bein' right, and I'll get it out again.	Si tu lo dices. Pero si oigo algún pitido pienso sacarla de nuevo.
#167:	Could you stay here for a while?	¿Podrías esperar aquí un momento?
#168:	I'll go check out the area ahead.	Iré a ver que hay delante.
#169:	And then you run away with the eyes?	¿Para que huyas con mis ojos?
#170:	No way. I know your type.	De eso nada, conozco a tu calaña.
#171:	I trust you no further than the length of my barrel.	No confío en ti más que en el tamaño de mi arma.
#60:	You got my eyes, right?	¿Tienes mis ojos, verdad?
#67:	[Stand Still]	[Quedarse quieto]
#88:	Hey, Don't leave me hangin'.	Oye, no me dejes aquí.
#66:	[Step Away Quietly]	[Retroceder en silencio]
#79:	I just heard you walkin' away, didn't I.	He oído como retrocedes, ¿a que sí?
#87:	Tryin' to sneak off with my eyes, are you?	¿Tratando de huir con mis ojos, eh?
#64:	Yeah.	Sí.
#68:	Here they are.	Aquí tienes.
#69:	Great. Now let me put 'em back in.	Genial. Deja que me los vuelva a colocar.
#72:	Ah yes. I can see again.	Ah, sí. Puedo ver otra vez.
#73:	You look worse than I imagined.	Eres más feo de lo que imaginaba.
#74:	But I did offer you somethin' in return, didn't I? Here, take this.	Pero te ofrecí algo a cambio, ¿verdad? Toma, aquí tienes.
#141:	Thanks.	Gracias.
#145:	Ok. Goodbye then. Takin' a rest first.	Vale, nos vemos. Haré un descanso primero.
#85:	Piss off, ya monster.	Lárgate ya, bicho.
#59:	Now that I can see again, it sure looks bleak around 'ere.	Ahora que puedo volver a ver desde luego esto está desolado. 
------------------------------------------		
SEQUENCE BlindCultistEnterCombatDialogue		
#15:	Don't think I'm useless just cause my eyes are missing.	No creas que soy inútil solo por que me faltan los ojos.
#14:	Lemme take care of 'em.	Deja que me ocupe de ellos.
#13:	Don't worry, I'm 'ere to help.	No te preocupes. Estoy para ayudar.
#11:	Come 'ere, wanker!	¡Ven aquí, capullo!
#9:	Motherfucker!	¡Hijo de puta!
#10:	Bastard!	¡Bastardo!
------------------------------------------		
SEQUENCE BlindCultistFollowerComments		
#15:	When I can see again, imma get the best piece of meat I can find.	Cuando pueda ver de nuevo voy a pillar el mejor trozo de carne que pueda encontrar.
#14:	Damn bots.	Malditos robots.
#12:	You hear that?	¿Lo oyes?
#13:	Neither do I.	Yo tampoco.
#16:	What did the bots take away from me again?	¿Qué me han quitado los robots ahora?
#17:	Legs still 'ere...	Las piernas están...
#18:	Feelin' good with my arms...	Siento los brazos...
#19:	Oh right, my eyes. Still can't see shit.	Ah, claro. Los ojos. Todavía no veo una mierda.
#11:	Are we walkin' in circles?	¿Estamos caminando en círculos?
#9:	Is that a wall in front of me?	¿Es eso una pared delante de mí?
#10:	Ah, no, it isn't.	Ah, no. No lo es.
#7:	I can see somethin'.	Puedo ver algo.
#8:	Wait, no. Still blind.	Espera, no. Sigo ciego.
#3:	Don't wait for me. I can smell where you are from all over.	No me esperes. Puedo oler dónde estás desde cualquier lado.
#6:	Walkin' my legs is nice.	Caminar es agradable para mis piernas.
#4:	I may be blind, but I sure like the atmosphere.	Puede que esté ciego, pero no me gusta este ambiente.
#5:	Try bein' less loud. Them bots will immediately know where we are.	Intenta hacer menos ruido. Los robots sabrán que estamos aquí.
------------------------------------------		
SEQUENCE BlindManQuestLever		
#34:	This lever is stuck.	Está atascada.
#39:	[Leave]	[Marcharse]
#41:	Blind Man, can you help me with that?	Oye, ciego. ¿Podrías ayudarme con eso?
#66:	Hmmh. Didn't hear me.	Hmmm. No me ha escuchado.
#51:	Is it 'ere?	¿Está aquí?
#53:	Ready to go? I'll follow your smell.	¿Listo? Seguire tu olor.
#38:	[Force It]	[Forzarlo]
------------------------------------------		
SEQUENCE BlindMansFriend		
#34:	I'm sure I'll get to hear lots of stories once my friend is back.	Seguro que escucho un montón de historias cuando vuelva mi amigo.
#30:	Thank you for being such an honest person.	Gracias por ser una persona tan honesta.
#32:	May the titans bless your heart.	Que los Titanes te bendigan.
#28:	Leave, you monster.	Largo de aquí, monstruo.
#2:	A friend of mine recently decided to travel around more.	Un amigo mío decidió pasar por aquí más a menudo.
#3:	He's gone to a place called "Mine 19" to the west of here.	Se fue a la "Mina 19" al oeste de aquí.
#5:	I wonder how he's doing.	Me pregunto como le va.
#15:	He's not coming back again.	No va a regresar.
#16:	I made sure of that.	Me aseguré de ello.
#19:	I don't know what you've done.	No sé lo que has hecho.
#20:	But you have to leave now.	Pero tienes que irte.
#10:	I'm sorry to tell you...	Siento decírtelo...
#12:	I think he died.	Creo que está muerto.
#13:	My condolences.	Mis condolencias.
#17:	I kind of knew it.	Ya lo suponía.
#18:	The world is a dangerous place.	El mundo es un lugar peligroso.
#31:	Thank you for being honest with me.	Gracias por ser honesto conmigo.
#7:	I've met him.	Lo he conocido.
#8:	I'm sure he's doing fine.	Seguro que le va bien.
------------------------------------------		
SEQUENCE BlockedForNow		
#2:	Someone blocked this off.	Alguien lo ha bloqueado.
#3:	I don't see any passage through it right now.	No veo forma de pasar, por ahora.
------------------------------------------		
SEQUENCE Bunker17AWorkbench		
#2:	A workbench. Maybe that gets useful later.	Un banco de trabajo. Quizás sea útil más adelante.
------------------------------------------		
SEQUENCE ButcherGreeting		
#2:	Ahhh. Fresh meat.	Ahhh. Carne fresca.
#8:	Did you hear something?	¿Has oído eso?
------------------------------------------		
SEQUENCE ButchersDenBedDialogue		
#2:	There's a trap door hidden under the bed.	Hay una trampilla escondida bajo la cama.
#5:	[Leave]	[Marcharse]
#4:	[Go Down]	[Bajar]
------------------------------------------		
SEQUENCE ButtonStartArena		
#2:	Prepare to fight!	¡Prepárate para luchar!
------------------------------------------		
SEQUENCE Careful		
#2:	Careful!	¡Cuidado!
------------------------------------------		
SEQUENCE ClosedDoor		
#2:	I can't open this.	No puedo abrir esto.
------------------------------------------		
SEQUENCE CommentBadWeather		
#3:	Fuck.	Joder.
------------------------------------------		
SEQUENCE CommentDoorBroken		
#5:	This one's broken.	Está roto.
#4:	Doesn't function anymore.	No funciona.
#2:	Broken.	Roto.
------------------------------------------		
SEQUENCE CommentDoorLocked		
#2:	Locked.	Cerrado.
------------------------------------------		
SEQUENCE CommentDoorLockedDoorItself		
#4:	This door looks half-broken.	La puerta está medio rota.
------------------------------------------		
SEQUENCE CommentDoorLockedTutorialMeleeFirst		
#2:	This looks useful.	Esto parece útil
------------------------------------------		
SEQUENCE CommentDoorUnlock		
#3:	I opened it.	Abierto.
#2:	The key fits.	La llave encaja.
------------------------------------------		
SEQUENCE CommentEugh		
#2:	Eugh.	Eugh.
------------------------------------------		
SEQUENCE CommentFeelingSickCannotEatMore		
#7:	I feel sick.	Me encuentro mal.
#5:	I cannot eat any of this.	No puedo comer nada de esto.
#4:	I feel too sick to eat this.	Estoy demasiado enfermo para comer esto.
------------------------------------------		
SEQUENCE CommentGettingPushed		
#6:	Hey! Watch your shit.	¡Oye, ten cuidado!
#7:	Hey! Idiot.	¡Hey, idiota!
#5:	Hey! Don't push me.	¡Oye, no me empujes!
#4:	Hey! Stop that.	¡Deja de hacer eso!
------------------------------------------		
SEQUENCE CommentGettingPushedTooMuch		
#6:	That was the last time you pushed me.	Es la última vez que me empujas.
#5:	Woah! Enough is enough.	¡Basta, ya es suficiente!
#4:	Alright. That's enough.	Está bien. Se acabó.
------------------------------------------		
SEQUENCE CommentGrunt		
#5:	*moan*	*gime*
#4:	Phew.	Buff.
#3:	*grunt*	*gruñido*
------------------------------------------		
SEQUENCE CommentGuardPlayerWeapon		
#7:	You look like shit.	Te ves horrible.
#4:	Try some shit and you'll be dead first.	Inténtalo y acabarás muerto.
#8:	Wanna try your luck, punk?	¿Quieres probar suerte, capullo?
#3:	Move along!	¡Muévete!
#6:	Go away.	Largo de aquí.
#13:	Please behave.	Compórtate.
#12:	Keep being peaceful!	¡Mantén la paz!
#11:	Move along!	¡Continua!
------------------------------------------		
SEQUENCE CommentOnCyberwombMachineTutorialHub		
#2:	What is this machine? Looks broken.	¿Qué es esta máquina? Parece rota.
------------------------------------------		
SEQUENCE CommentOnGettingPulled		
#6:	What the fuck?	¿Qué cojones?
#7:	Ohh. That felt hot.	Ohh. Eso está caliente.
#5:	Watch out!	¿Cuidado?
#9:	Oh my, that got my body shaking. Nice.	Vaya, eso ha espabilado a mi cuerpo. Genial.
#10:	Oha. Was that you?	Oh, ¿has sido tú?
#8:	Oh. Hello there.	Oh, hola.
#4:	Hey!	¡Oye!
#11:	Ohhh. Do you need some company?	Ohhh. ¿Necesitas compañía?
#3:	Hey. What was that?	Oye, ¿qué ha sido eso?
------------------------------------------		
SEQUENCE CommentPhilosopherCyberwomb		
#2:	Dead. Like in real life.	Muerto. Como en la vida real.
------------------------------------------		
SEQUENCE CommentThief		
#6:	Woah! I saw that, you thief.	¡Oye, he visto eso! ¡Ladrón!
#7:	Hey! You thief!	¡Eh, ladrón!
#10:	Thief!	¡Ladrón!
#4:	Fuck. You bastard!	¡Joder, maldito bastardo!
------------------------------------------		
SEQUENCE CommentUnusable		
#6:	Doesn't look important.	No parece importante.
#5:	This doesn't look useful.	No parece útil.
#4:	I have no idea what this is.	No tengo ni idea de lo que es.
#2:	What even is this?	¿Qué es esto?
------------------------------------------		
SEQUENCE CommentUseMachine		
#5:	Bam.	Bam.
#4:	That's it.	Eso es.
#3:	Here we go.	Allá vamos.
------------------------------------------		
SEQUENCE CompanionBanter		
#9:	*mumbles inaudlible*	*murmullo inaudible*
#12:	Where's a bottle of Schnaps when you need it?	¿Dónde hay una botella de Schnaps cuando la necesitas?
#20:	Icky.	Repugnante.
#8:	Hmmh.	Hmmm.
#11:	I need a piece of meat.	Necesito un trozo de carne.
#5:	Those folks look creepy.	Esos tipos parecen sospechosos.
#10:	Fuckin' stones. Always fuckin' stones everywhere.	Malditas piedras. Piedras por todas partes.
#18:	*scratch*	*se rasca*
#23:	Uhhh. I don't feel so well.	Uhhh. No me siento muy bien.
#15:	That's some serious shit.	Eso parece serio.
#2:	I wonder where I left my lube.	Me pregunto dónde dejé mi lubricante.
#16:	Well...	Bueno...
#6:	I'm hungry. Someone should feed me.	Tengo hambre. Alguien debería darme de comer.
#4:	It's cold today.	Hace frío hoy.
#7:	I just love this cultist life.	Me encanta la vida de cultista.
#21:	I could use some humping.	Me vendría bien follar un poco.
------------------------------------------		
SEQUENCE Complain		
#3:	Fuck!	¡Joder!
#4:	That's not what I wanted.	Eso no es lo que quería.
#5:	Damn.	Maldición.
------------------------------------------		
SEQUENCE ControlledByOther		
#11:	*scraping*	*rascando*
#10:	Grrrr.	Grrrr.
#9:	*sniff*	*huele*
#8:	Ahh.	Ahh.
#6:	Hmmmmmh.	Hmmmmmh
#7:	Ohh.	Ohh.
#5:	Master.	Maestro.
------------------------------------------		
SEQUENCE CultistBanter		
#4:	The sun is always there.	El sol siempre está ahí.
#5:	I never get tired of eating meat.	Nunca me canso de comer carne.
#9:	Hey... Don't talk to me.	Oye... no me hables.
#8:	I wish I were still in Cyberwomb. Everything's bland out here.	Me gustaría volver al útero cibernético. Todo es aburrido aquí.
#7:	I don't trust the machines.	No me fío de las máquinas.
#6:	I don't remember if it ever rained here.	No recuerdo la última vez que llovió.
#3:	The flesh provides!	¡La carne provee!
------------------------------------------		
SEQUENCE CultistLeader		
#10:	Leave me alone.	Déjame en paz.
#9:	I don't talk to the likes of you.	No hablo con los tuyos.
#12:	Move along.	Largo.
------------------------------------------		
SEQUENCE CultistPrisonerBanter		
#12:	I don't remember the last time I saw the sun.	No recuerdo la última vez que vi el sol.
#17:	I'm so hungry.	Tengo tanta hambre.
#13:	Nobody told me that believing in the Titans would land me in prison.	Nadie me dijo que creer en los Titanes me llevaría a prisión.
#16:	Your weapon...	Tu arma...
#18:	Don't tell me you smuggled it in your...	No me digas que la llevabas en el...
#15:	Fuck these Godhunters.	Que les jodan a estos Cazadioses.
#14:	Whatever they were feeding us, it definitely wasn't meat.	Lo que nos daban de comer, definitivamente no era carne.
#11:	The Titans bless you.	Que los Titanes te bendigan.
------------------------------------------		
SEQUENCE CusterCallsOutPlayer		
#2:	Hey. you there! You look capable.	¡Oye, tú! Pareces útil.
------------------------------------------		
SEQUENCE CusterDialogue		
#107:	Hi there, stranger.	Hola, extraño.
#104:	Nice meeting you again.	Encantado de volver a verte.
#105:	Still waiting on my contacts for selling the Machine Core.	Sigo esperando a mis contactos para vender el núcleo de la máquina.
#106:	But I figure it's gonna happen any day now.	Pero supongo ocurrirá en cualquier momento.
#108:	Hi there, **forename**.	Hola, **forename**.
#3:	Hi. What's your name?	Hola, ¿cómo te llamas?
#74:	What do you want?	¿Qué quieres?
#77:	Want to do a job for the Collectors? It's well paid.	¿Quieres hacer un trabajo para los coleccionistas? Está bien pagado.
#81:	Let's say I do.	Digamos que estoy interesado.
#47:	Well. I'm in a bit of a hard spot right now.	Bueno. Estoy en un aprieto.
#48:	My contact at the Collectors told me they're looking for a functioning Machine Core.	Mi contacto me dijo que estaban buscando un núcleo de máquina.
#84:	And I know there's a bunker in the north at the edge of the mountains. I reckon it's still fully equipped.	Y sé que hay un búnker al norte cerca del límite de las montañas. Apuesto a que está totalmente equipado.
#49:	I was on my way. But I got bitten by one of those fucking worms. Still recovering from that.	Iba de camino, pero me mordió uno de esos condenados gusanos. Todavía me estoy recuperando.
#50:	That Machine Core worth much?	¿Tan valioso es el núcleo de máquina?
#51:	Yes, it's the Collectors. They always pay well... if the stuff is quality.	Sí, para los coleccionistas. Siempre pagan bien... si es de calidad.
#55:	How about you get it, then come back and I'll lead us to the buyer?	¿Qué tal si vas a conseguirlo y vuelves para llevarlo al comprador?
#56:	Ok. I guess.	Está bien, supongo.
#58:	Cool. Bunker 17 is to the northeast of here. At the foot of the mountains.	Estupendo. El Búnker 17 está al noreste de aquí. Al pie de las montañas.
#116:	I'm sure you'll find it.	Seguro que lo encuentras.
#99:	Good luck, stranger.	Buena suerte, extraño.
#60:	Good luck, **forename**!	¡Buena suerte, **forename**!
#73:	I don't have a name.	No tengo nombre.
#88:	Really?	¿En serio?
#89:	Does it matter?	¿Acaso importa?
#90:	No. I guess not.	No, supongo que no.
#91:	But... do you want to do a job for the Collectors? It's well paid.	Pero... ¿quieres hacer un trabajito para los coleccionistas? Está bien pagado.
#71:	**forename**.	**forename**.
#76:	Nice to meet you, **forename**. I'm Custer.	Encantado de conocerte, **forename**. Me llamo Custer.
#44:	Did you find the Machine Core already?	¿Has encontrado el núcleo de máquina?
#45:	Nope.	Nop.
#62:	Did you find the Machine Core already?	¿Has encontrado el núcleo de máquina?
#63:	This is it, right?	Es esto, ¿verdad?
#65:	Hey, that looks a lot like the part described to me.	Oye, se parece mucho a lo que me describieron.
#83:	Well done, stranger.	Bien hecho, extraño.
#66:	Let's meet at the Puke Bar in few days.	Vamos a encontrarnos en el bar Vómito en unos días.
#118:	I'll contact the Collectors. We'll meet again later. Bye.	Contactaré a los coleccionistas. Nos volveremos a ver. Hasta luego.
#11:	Well done, **forename**.	Bien hecho, **forename**.
#14:	Good that you're here, but no need to stick around.	Me alegro de que estés aquí, pero no necesitas quedarte.
#15:	Why don't we meet later at the Puke Bar?	¿Por qué no nos reunimos en el bar Vómito?
#120:	We'll meet again later.	Nos volveremos a ver.
------------------------------------------		
SEQUENCE Cyberwomb		
#23:	This machine is off.	La máquina está apagada.
#3:	Welcome to Cyberwomb.	Bienvenido al útero cibernético.
#16:	You do not own any modules for the Cyberwomb at the moment.	No posees ningún módulo en este momento.
#13:	[Leave]	[Marcharse]
#17:	Where can I get more modules?	¿Dónde puedo conseguir módulos?
#18:	This information is not available.	Está información no está disponible.
#19:	Cyberwomb modules are custom created experiences for the rare collector.	Los módulos de útero cibernético son experiencias personalizadas creadas para coleccionistas. 
#21:	Therefore, no traditional distribution channels exist.	Por lo tanto, no existen canales de distribución.
#45:	[Show Modules]	[Mostrar Módulos]
#5:	Do you want to launch any module?	¿Qué módulo deseas operar?
------------------------------------------		
SEQUENCE CyberWombAtAksa		
#10:	Cyberwomb, version zero point three, customized.	Módulo cibernético, version cero punto tres, personalizada.
#11:	Do you want to enter?	¿Quieres entrar?
#23:	[Leave]	[Marcharse]
#24:	Yes.	Sí.
#26:	Loading module...	Cargando módulo.
#29:	This machine is off.	La máquina está apagada.
#32:	Maybe there's a chance to get it running again.	Quizás haya una forma de encenderla.
------------------------------------------		
SEQUENCE CyberwombGenerator		
#12:	This machine is running.	La máquina está encendida.
#15:	[Leave]	[Marcharse]
#14:	[Remove Cyberwomb Power Module]	[Quitar Módulo de Energía]
#17:	Alright. Done.	Está bien, hecho.
#4:	This machine is missing some kind of power module.	A la máquina le falta un módulo de energía.
#19:	Maybe I could borrow one from a similar type of machine.	Quizás pueda pedir prestado uno de alguna máquina similar.
#24:	Maybe there's one around  here somewhere.	Quizás haya uno por aquí en algún lado.
#8:	[Leave]	[Marcharse]
#7:	[Insert Cyberwomb Power Module]	[Insertar Módulo de Energía]
#11:	Alright. Done.	Está bien, hecho.
------------------------------------------		
SEQUENCE CyberwombTutorialRobot		
#3:	Welcome to Cyberwomb!	¡Bienvenido al útero cibernético!
#14:	[Leave]	[Marcharse]
#13:	Are you real?	¿Eres real?
#15:	I'm just software, and, at the moment, instanced in your imagination.	Solo soy un software, y en este momento producto de tu imaginación.
#17:	If this means I'm real to you, then I'm real.	Significa que si soy real para ti entonces sí lo soy.
#18:	How can I help you?	¿Cómo puedo ayudarte?
#9:	Can I die in Cyberwomb?	¿Puedo morir en el útero?
#10:	Yes, you can.	Sí, puedes.
#8:	What is Cyberwomb?	¿Qué es un útero cibernético?
#11:	Cyberwomb is a virtual world simulator with state of the art feedback channels.	Un útero cibernético es un simulador de mundo virtual con la tecnología más avanzada.
#12:	It's an offline variant of Omniwomb.	Es una variante sin conexión del Omniútero.
#20:	Can we connect to Omniwomb?	¿Podemos conectar con el Omniútero?
#21:	No, we cannot. This installation has no online capabilities.	No, no se puede. Está instalación no tiene capacidad de conexión.
#4:	Feel free to explore.	Siéntete libre de explorar.
#5:	If you want to leave Cyberwomb, please touch the OmniPortal.	Si quieres salir, puedes tocar el Omniportal.
------------------------------------------		
SEQUENCE DeadPhilosopher		
#2:	He's dead.	Está muerto.
#5:	Looks like he was murdered.	Parece que ha sido asesinado.
------------------------------------------		
SEQUENCE DeadTitanInCyberwomb		
#2:	Ohhh.	Ohhh.
#3:	Was it killed?	¿Ha sido asesinado?
#4:	Or used, and then killed? Hard to say.	¿O usado y asesinado? Difícil de saber.
------------------------------------------		
SEQUENCE DeathWarning		
#2:	STOP! Turn back immediately!	¡ALTO! ¡Da la vuelta de inmediato!
#3:	You're entering a restricted zone and will be terminated if you continue.	Entras en una zona restringida y serás eliminado de continuar.
------------------------------------------		
SEQUENCE DisguisedTitan		
#2:	*sleeping*	*durmiendo*
------------------------------------------		
SEQUENCE DoctorTauris		
#3:	Hello. Do you need anything?	Hola, ¿necesitas algo?
#12:	[Leave]	[Marcharse]
#4:	[Browse Services]	[Ver servicios]
#20:	I'm looking for some poison.	Busco veneno.
#21:	I'm a doctor. I don't kill people. Usually.	Soy doctor, no mato a gente. Normalmente.
#22:	Ask somebody else.	Pregunta a otro.
#23:	No, no. You misunderstand.	No, no. No me has entendido.
#24:	I need to get rid of some flesh maggots.	Necesito librarme de gusanos de carne.
#26:	Ah. Yeah, I got something that could help.	Ah, claro. Tengo algo que puede ayudarte.
#27:	But it's an important ingredient of my liver medicine.	Pero es un ingrediente esencial de mi medicina hepática.
#28:	I can't share it with you.	No puedo dartelo.
#29:	But if you can bring me some materials I can mix it up for you.	Pero si me traes unos materiales podría hacerte una mezcla.
#30:	I need some ethanol, a poisonous fungus, and some juice to keep the lab running.	Necesito etanol, un hongo venenoso y algo de energía para hacer funcionar el laboratorio.
#31:	Ok. I'll go looking for that.	Vale, veré lo que puedo hacer.
#73:	About those ingredients you need...	Sobre esos ingredientes...
#84:	[Back]	[Volver]
#86:	Alright. What else?	Está bien, ¿algo más?
#57:	About the juice...	Sobre la energía...
#64:	We're out in the wastes here.	Estamos secos por aquí.
#65:	And the lab isn't gonna run on it's own.	Y el laboratorio no va a funcionar solo.
#66:	I need something to induce  energy.	Necesito algo que de energía.
#56:	About the Fungus...	Sobre el hongo...
#61:	A mushroom.	El hongo.
#62:	Bright, yellow, usually grows in caves.	Brillante, amarillo y suele crecer en cuevas.
#63:	Hard to miss, really.	Difícil de no ver, la verdad.
#55:	About the Ethanol...	Sobre el etanol...
#58:	Yes, very important.	Sí, muy importante.
#59:	You're an adult. I'm sure you'll find that somewhere.	Eres adulto, seguro que encuentras eso por algún lado.
#60:	And make sure it's the good stuff.	Y asegúrate que sea bueno.
#35:	Here are the things you asked for.	Aquí tienes lo que has pedido.
#36:	Ahh, perfect.	Ah, perfecto.
#42:	*gulp*	*traga*
#43:	Did you just drink the booze?	¿Acabas de bebertelo?
#44:	Yep.	Síp.
#45:	I thought you needed it as an ingredient.	Pensaba que era un ingrediente.
